Title,Link,Content,Label,,
Did President Tinubu not sign the peace accord in 2023 as claimed by Bishop Kukah?,https://dubawa.org/did-president-tinubu-not-sign-the-peace-accord-in-2023-as-claimed-by-bishop-kukah/," the bishop of the catholic diocese of sokoto, matthew kukah, claimed that president bola tinubu did not sign a peace accord when he was a presidential candidate in 2023. he disclosed this while speaking at the 2024 edo election security townhall organised by channels tv on sep. 15. it has also been published on facebook as seen here, here and here.",1,,
Were INEC officials absent at Ighodalo’s PU?,https://dubawa.org/were-inec-officials-absent-at-ighodalos-pu/," multiple social media users, including facebook, claimed that inec officials were missing from ighodalo’s polling unit ",1,,
"Viral result sheet suggesting rigging, real",https://dubawa.org/headline-viral-result-sheet-suggesting-rigging-real/," x users share an election result sheet, claiming rigging in osholo primary school polling unit, etsako east lga, edo state. multiple facebook accounts have also shared this {here, here, here, and here)",1,,
"how  is the claim 1,381 out of 4,519 results have been uploaded on irev?",https://dubawa.org/how-true-is-the-claim-1381-out-of-4519-results-have-been-uploaded-on-irev/," an x user, @imranmuhdz claims that 1,381 out of 4,519 results have been successfully uploaded to the inec irev server for the edo governorship election as at 3:47pm on saturday, september 21.  a similar claim has been posted on facebook.",1,,
"true election was disrupted in ward 3, unit 33, egor local government area of edo state",https://dubawa.org/true-election-was-disrupted-in-ward-3-unit-33-egor-local-government-area-of-edo-state/," an x user claimed thugs disrupted the election process in ward 3, unit 33, egor local government area of edo state. this was also shared on facebook.",1,,
! pdp’s ighodalo didn’t step down for lp’s olumide,https://dubawa.org/headline-false-pdps-ighodalo-didnt-step-down-for-lps-olumide/," an x user @kunmydrey claimed edo pdp governorship candidate, asue ighodalo stepped down for labour party’s olumide akpata. the claim has also surfaced on facebook.",0,,
Did Obaseki say Edo election is a “do or die affair”?,https://dubawa.org/did-obaseki-say-edo-election-is-a-do-or-die-affair/," an x user, @crownprincecom2 claimed that the governor of edo state, godwin obaseki said the edo election is a “do or die affair.”  this claim was also shared on facebook as seen here and here.",1,,
Labour Party’s Olumide Akpata has not withdrawn from the race,https://dubawa.org/labour-partys-olumide-akpata-has-not-withdrawn-from-the-race/,  a viral press statement claims the labour party’s olumide akpata has withdrawn from saturday’s governorship election and endorsed the pdp’s candidate. it is being shared on facebook and x.,0,,
! supreme court did not disqualify pdp’s candidate,https://dubawa.org/false-supreme-court-did-not-disqualify-pdps-candidate/," an x user, @bigbrother_m007, claims nigeria’s supreme court disqualified the pdp’s governorship candidate, asue ighodalo, on the eve of the 2024 edo governorship election.  this claim has also been shared on facebook as seen here and here.",0,,
ELECTION DAY FACT-CHECKS: Edo 2024 Governorship Election,https://dubawa.org/election-day-fact-checks-edo-2024-governorship-election/,"an x user, @justsociety4all posted an apc membership card allegedly belonging to the inec’s supervising national commissioner for edo, rhoda gumus. the post claims she’s a member of the party.",1,,
ELECTION DAY FACT-CHECKS: Edo 2024 Governorship Election,https://dubawa.org/election-day-fact-checks-edo-2024-governorship-election/,"An X user, @CrownPrinceCom2 claimed that the governor of Edo state, Godswin Obaseki said the Edo election is a “do or die affair.” ",1,,
ELECTION DAY FACT-CHECKS: Edo 2024 Governorship Election,https://dubawa.org/election-day-fact-checks-edo-2024-governorship-election/," An X user  @kunmydrey claimed Edo PDP governorship candidate, Asue Ighodalo stepped down for Labour Party’s Olumide Akpata.",0,,
ELECTION DAY FACT-CHECKS: Edo 2024 Governorship Election,https://dubawa.org/election-day-fact-checks-edo-2024-governorship-election/,Multiple social medai users claimed that INEC officials were missing from Ighodalo’s polling unit ,1,,
ELECTION DAY FACT-CHECKS: Edo 2024 Governorship Election,https://dubawa.org/election-day-fact-checks-edo-2024-governorship-election/," An X user  @IwadiDevelopment, shared a WhatsApp message stating that the court has disqualified the APC governorship candidate, Monday Okpebholo, in the 2024 Edo election.",0,,
ELECTION DAY FACT-CHECKS: Edo 2024 Governorship Election,https://dubawa.org/election-day-fact-checks-edo-2024-governorship-election/,"An X user, @drkenon posted two videos with different claims. He claimed in the first video that the police officers seen in the clip were officers deployed to Edo election, while in the second video, he claimed that the video shows some Nigeria Police Force officers destroying ballot boxes in the 2023 presidential election.",1,,
ELECTION DAY FACT-CHECKS: Edo 2024 Governorship Election,https://dubawa.org/election-day-fact-checks-edo-2024-governorship-election/,"An X user, OlanipekunTobiD claimed that the Electoral Act does not recognize the INEC Result Viewing Portal (IReV).",1,,
ELECTION DAY FACT-CHECKS: Edo 2024 Governorship Election,https://dubawa.org/election-day-fact-checks-edo-2024-governorship-election/,"An X user claimed thugs disrupted the election process in Ward 3, Unit 33, Egor Local government area of Edo state.",1,,
ELECTION DAY FACT-CHECKS: Edo 2024 Governorship Election,https://dubawa.org/election-day-fact-checks-edo-2024-governorship-election/,"An X user, @Bigwhaledd, posted a video, claiming it shows the chaos that ensued in a polling unit after some APC thugs were caught trying to steal during the election.",0,,
ELECTION DAY FACT-CHECKS: Edo 2024 Governorship Election,https://dubawa.org/election-day-fact-checks-edo-2024-governorship-election/,"An X user, @awkaboy001, posted pictures allegedly showing APC rented thugs who are disrupting the elections in Benin, Edo State.",0,,
ELECTION DAY FACT-CHECKS: Edo 2024 Governorship Election,https://dubawa.org/election-day-fact-checks-edo-2024-governorship-election/,"An X user,  @jamesatts claimed that INEC no longer transmits electronically for real-time result monitoring ",0,,
ELECTION DAY FACT-CHECKS: Edo 2024 Governorship Election,https://dubawa.org/election-day-fact-checks-edo-2024-governorship-election/,"An X user,  @Imranmuhdz claims that 1,381 out of 4,519 results have been successfully uploaded to the INEC IREV server for the Edo Governorship Election as at 3:47pm on Saturday, September 21. ",1,,
ELECTION DAY FACT-CHECKS: Edo 2024 Governorship Election,https://dubawa.org/election-day-fact-checks-edo-2024-governorship-election/,"An X user, @PO_GrassRootM shared an image with the claim that results have been illegally written in Edo North.",0,,
ELECTION DAY FACT-CHECKS: Edo 2024 Governorship Election,https://dubawa.org/election-day-fact-checks-edo-2024-governorship-election/,"X users share an election result sheet, claiming rigging in Osholo Primary School polling unit, Etsako East LGA, Edo State.",1,,
ELECTION DAY FACT-CHECKS: Edo 2024 Governorship Election,https://dubawa.org/election-day-fact-checks-edo-2024-governorship-election/,"Crime Channel, an online blog, in a published report claimed that Nine members of the Peoples Democratic Party (PDP), including  an individual parading himself as a journalist were arrested by the Nigeria Police Force for alleged electoral offenses in the ongoing governorship election in Edo State.",1,,
ELECTION DAY FACT-CHECKS: Edo 2024 Governorship Election,https://dubawa.org/election-day-fact-checks-edo-2024-governorship-election/,"an x user, @justsociety4all posted an apc membership card allegedly belonging to the inec’s supervising national commissioner for edo, rhoda gumus. the post claims she’s a member of the party.",1,,
Video of recovered bodies unconnected to Maiduguri flooding,https://dubawa.org/video-of-recovered-bodies-unconnected-to-maiduguri-flooding/, an x user shared a video of bodies allegedly recovered from the  maiduguri flood incident in borno state. ,0,,
"LIVE FACT-CHECK: DUBAWA, NFC monitor mis/disinformation on Edo Governorship election",https://dubawa.org/live-fact-check-dubawa-nfc-monitor-mis-disinformation-on-edo-governorship-election/,"dubawa alongside its partners under the nigerian fact-checkers’ coalition (ncf)  has commenced a live fact check of claims around the sep. 21, 2024, edo state governorship election.  ",0,,
! liberia has not secured 3.1 billion dollars from the china-africa summit,https://dubawa.org/misleading-liberia-has-not-secured-3-1-billion-dollars-from-the-china-africa-summit/, the managing director of the liberia water and sewer corporation (lwsc) has said that liberia “secured $3.1 billion at the china-africa summit.”,0,,
Is septrin banned in Nigeria as claimed in viral audio?,https://dubawa.org/is-septrin-banned-in-nigeria-as-claimed-in-viral-audio/,"claim 1: in a viral audio clip circulating on whatsapp, a man warned nigerians against using septrin, claiming it could cause significant skin peeling.",1,,
